Date,Year,Distance,Standard Distance?,Event / Venue,Joggler,Gender,Nationality,Finish Time,Drops,Notes / Result Links
04/12/2021,2021,3b 5km,Yes,Watermead Country Park Parkrun,Scott Jenkins,M,GBR,00:21:04,?,
25/11/2021,2021,3b 5km,Yes,"Harrisburg Turkey Trot 5k, PA",Tim Ebersole,M,USA,00:21:02,?,https://falconracetiming.com/racetimes/SMT%20Turkey%20Trot%20AG%202021.htm
20/11/2021,2021,3b 5km,Yes,"Dishley, Loughborough Parkrun",Scott Jenkins,M,GBR,00:21:23,?,
07/11/2021,2021,3b Marathon,Yes,New York City Marathon,Jack Hirschowitz,M,USA,04:57:17,?,
06/11/2021,2021,3b 5km,Yes,"Dishley, Loughborough Parkrun",Scott Jenkins,M,GBR,00:23:04,?,
28/10/2021,2021,3b Marathon,Yes,"Time Trial, Yokohama",Koutaro Kawano,M,JPN,04:22:24,?,"https://www.strava.com/activities/6176836328 His first full marathon, a Japanese record"
17/10/2021,2021,3b Marathon,Yes,Bedford Aerodrone Marathon,Tim Butler,M,GBR,04:15:15,?,https://www.joggling.co.uk/Marathon-List
10/10/2021,2021,3b Marathon,Yes,Manchester Marathon,Chris Edwin,M,GBR,03:50:15,15,
10/10/2021,2021,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,03:49:05,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
10/10/2021,2021,3b 10km,Yes,İstanbulu Koşuyorum Üsküdar Etabı 2021,Ferda Tekgül,M,TUR,00:52:54,?,https://event.spor.istanbul/eventresults.aspx
03/10/2021,2021,3b Marathon,Yes,London Marathon,Ralph Kidner,M,GBR,05:51:33,?,https://www.runbritainrankings.com/results/results.aspx?meetingid=427704&event=Mar&venue=London&date=3-Oct-21
02/10/2021,2021,3b 5km,Yes,"Dishley, Loughborough Parkrun",Scott Jenkins,M,GBR,00:22:15,?,
26/09/2021,2021,3b Marathon,Yes,Berlin Marathon,Jack Hirschowitz,M,USA,04:59:49,0,https://www.bmw-berlin-marathon.com/en/impressions/statistics-and-history/results-archive/?
26/09/2021,2021,3b Marathon,Yes,Berlin Marathon,Barak Hirschowitz,M,USA,04:25:18,0,https://www.bmw-berlin-marathon.com/en/impressions/statistics-and-history/results-archive/?
25/09/2021,2021,3b 5km,Yes,"Dishley, Loughborough Parkrun",Scott Jenkins,M,GBR,00:22:32,?,
19/09/2021,2021,3b Marathon,Yes,Rutland Water Marathon,Tim Butler,M,GBR,04:17:42,?,https://www.joggling.co.uk/Marathon-List
19/09/2021,2021,3b Marathon,Yes,Ludwig Canal Time Trial,Peter Rupprecht,M,DEU,05:22:00,?,https://perujo.de/joggling-marathon-geschafft-in-5-stunden-und-22-minuten
18/09/2021,2021,3b 5km,Yes,York Parkrun,Scott Jenkins,M,GBR,00:23:13,?,
12/09/2021,2021,3b Half Marathon,Yes,"Auffahrtslauf St. Gallen Half Marathon, Switzerland",Daniel Raum,M,AUT,01:32:12,?,https://my.raceresult.com/163389/
11/09/2021,2021,3b 5km,Yes,"Dishley, Loughborough Parkrun",Scott Jenkins,M,GBR,00:22:50,?,
09/09/2021,2021,3b 10km,Yes,Time Trial,Gopi Devarajulu,M,IND,01:15:33,?,https://www.youtube.com/watch?v=1A8KjLwMQ3M
05/09/2021,2021,3b 10km,Yes,İstanbul'u Koşuyorum Caddebostan Colour Run,Ferda Tekgül,M,TUR,00:55:22,?,https://event.spor.istanbul/eventresults.aspx
04/09/2021,2021,3b 5km,Yes,"Dishley, Loughborough Parkrun",Scott Jenkins,M,GBR,00:22:16,?,
28/08/2021,2021,3b 5km,Yes,Ashton Court Parkrun,Nati Tuppen,F,GBR,00:42:26,?,https://www.parkrun.org.uk/ashtoncourt/results/454/  https://www.parkrun.org.uk/ashtoncourt/news/2021/08/29/just-do-it-your-way-ashton-court-parkrun-454/
21/08/2021,2021,3b 5km,Yes,Burnham and Highbridge Parkrun,Scott Jenkins,M,GBR,00:26:31,?,
14/08/2021,2021,3b Marathon,Yes,Horseshoe Challenge,Tim Butler,M,GBR,04:26:37,?,https://www.joggling.co.uk/Marathon-List
14/08/2021,2021,3b 5km,Yes,Eastville Parkrun,Nati Tuppen,F,GBR,00:35:30,?,https://www.parkrun.org.uk/eastville/news/2021/08/14/course-record-falls-and-joggling-comes-to-eastville-park/   https://www.parkrun.org.uk/eastville/results/121/
14/08/2021,2021,3b 5km,Yes,"Dishley, Loughborough Parkrun",Scott Jenkins,M,GBR,00:22:37,?,
21/07/2021,2021,3b Mile,Yes,"Harrisburg Mile Race, PA",Tim Ebersole,M,USA,00:05:47,?,https://falconracetiming.com/racetimes/Harrisburg%20Mile%20Overall%202021.htm
10/07/2021,2021,3b Ultra (40m),No,Dukeries 40,Tim Butler,M,GBR,08:21:43,?,https://www.joggling.co.uk/Marathon-List
19/06/2021,2021,3b Ultra (28m),No,The Halo Chesterfield,Tim Butler,M,GBR,05:50:08,?,https://www.joggling.co.uk/Marathon-List
13/06/2021,2021,3b Half Marathon,Yes,"Dumb Dutchman Half Marathon, Reading, PA",Tim Ebersole,M,USA,01:36:35,?,https://www.pretzelcitysports.com/wp-content/uploads/2021/06/21-dd-half-results.pdf
23/05/2021,2021,3b Marathon,Yes,Peterborough Marathon,Tim Butler,M,GBR,04:29:17,?,https://www.joggling.co.uk/Marathon-List
08/05/2021,2021,3b Marathon,Yes,Colliery Canter,Tim Butler,M,GBR,05:10:02,?,https://www.joggling.co.uk/Marathon-List
28/04/2021,2021,3b Mile,Yes,Time Trial,Koutaro Kawano,M,JPN,00:06:17,?,https://www.strava.com/activities/5204608300
24/04/2021,2021,3b 5km,Yes,Time Trial,Toon Witters,M,BEL,00:22:19,15,https://www.strava.com/activities/5182010335
04/04/2021,2021,3b 10km,Yes,N Kolay İstanbul Yarı Maratonu 2021,Ferda Tekgül,M,TUR,00:48:21,?,https://event.spor.istanbul/eventresults.aspx
19/12/2020,2020,3b 5km,Yes,5km Joggling Challenge,EJ Coldham,F,GBR,00:30:20,?,https://www.strava.com/activities/4491314701/overview
29/11/2020,2020,3b Marathon,Yes,Space Coast Marathon,Barak Hirschowitz,M,USA,04:46:03,?,https://marathonview.net/search?query=barak%20hirschowitz
26/11/2020,2020,3b 10km,Yes,"Newport Turkey Trot 10k, PA",Tim Ebersole,M,USA,00:44:32,?,https://resultscui.active.com/events/2020NewportTurkeyTrot
26/10/2020,2020,3b 10km,Yes,İstanbulu Koşuyorum Caddebostan Gazi Koşusu 2020,Ferda Tekgül,M,TUR,00:52:29,?,https://event.spor.istanbul/eventresults.aspx
11/10/2020,2020,3b 10km,Yes,İstanbulu Koşuyorum Bakırköy Etabı 2020,Ferda Tekgül,M,TUR,00:50:55,?,https://event.spor.istanbul/eventresults.aspx
12/09/2020,2020,3b Half Marathon,Yes,"Harrisburg Half Marathon, PA",Tim Ebersole,M,USA,01:29:56,0,https://falconracetiming.com/racetimes/Harrisburg%20Half%20Overall%202020.htm
29/08/2020,2020,3b Marathon,Yes,Temple Newsam Marathon,Tim Butler,M,GBR,04:53:01,?,https://www.joggling.co.uk/Marathon-List
22/08/2020,2020,3b Mile,Yes,Time Trial,Charlie Freeman,M,USA,00:05:06,1,https://www.tiktok.com/@cfreeman77/video/6863613020333985029
14/07/2020,2020,3b Mile,Yes,Time Trial,Aaron Scott,M,USA,00:05:21,1,https://www.youtube.com/watch?v=OM97KJQIVAM
25/04/2020,2020,3b 50km,Yes,Time Trial,John Riden,M,USA,10:49:11,?,https://www.strava.com/activities/3353955376
16/04/2020,2020,5b Mile,Yes,Time Trial,Scott Jenkins,M,GBR,00:15:21,?,https://www.strava.com/activities/3307180189
03/04/2020,2020,3b 5km,Yes,Time Trial,Aaron Scott,M,USA,00:17:47,1,https://www.youtube.com/watch?v=NYNBRc9AKHE
08/03/2020,2020,3b Marathon,Yes,Los Angeles Marathon,Justin Delong,M,USA,04:03:25,?,https://www.instagram.com/p/B9n74FxlkSX/  http://results2.xacte.com/#/e/2353/searchable
29/02/2020,2020,5b 5km,Yes,Cross Flats Parkrun,Dominic Lodge,M,GBR,00:50:00,?,"https://www.facebook.com/profile/100064422740314/search?q=juggle https://www.parkrun.org.uk/crossflatts/results/352/
"
25/02/2020,2020,3b Marathon,Yes,Salcey Forest Marathon,Tim Butler,M,GBR,04:56:07,?,https://www.joggling.co.uk/Marathon-List
25/01/2020,2020,3b Ultra (30m),No,Waterways 30,Tim Butler,M,GBR,06:36:21,?,https://www.joggling.co.uk/Marathon-List
18/01/2020,2020,3b Ultra (27m),No,Pierrepont 6 Hour,Tim Butler,M,GBR,04:27:53,?,https://www.joggling.co.uk/Marathon-List
12/01/2020,2020,3b Marathon,Yes,Langsett Marathon,Tim Butler,M,GBR,05:29:33,?,https://www.joggling.co.uk/Marathon-List
04/01/2020,2020,3b 5km,Yes,Gloucester City Parkrun,Jordan Evans,M,GBR,00:20:18,0,https://www.strava.com/activities/2980542307
01/01/2020,2020,3b 5km,Yes,"Amager Faelled Parkrun, Copenhagen",Malachy Kelly,M,IRL,00:27:18,?,https://www.parkrun.dk/amager/results/569/   https://www.facebook.com/481403242254926/posts/pfbid02KABLv52gBKhJZQ76bSg44CHmNtbLAhoz1YM2cWETaQqrXSZNDPGs1dQz7ETtByRzl/?app=fbl
01/01/2020,2020,3b 5km,Yes,"Faelledparken Parkrun, Copenhagen",Malachy Kelly,M,IRL,00:25:57,?,https://www.parkrun.dk/faelledparken/results/429/    https://www.facebook.com/481403242254926/posts/pfbid02KABLv52gBKhJZQ76bSg44CHmNtbLAhoz1YM2cWETaQqrXSZNDPGs1dQz7ETtByRzl/?app=fbl
25/12/2019,2019,3b 5km,Yes,Sligo Parkrun,Malachy Kelly,M,IRL,00:23:36,?,https://www.parkrun.ie/sligo/results/254/
21/12/2019,2019,3b 5km,Yes,Burnham and Highbridge Parkrun,Scott Jenkins,M,GBR,00:23:01,?,
21/12/2019,2019,3b 5km,Yes,Gloucester City Parkrun,Jordan Evans,M,GBR,00:22:03,2,https://www.strava.com/activities/2971205774
14/12/2019,2019,3b Marathon,Yes,Elsecar Marathon,Tim Butler,M,GBR,04:59:36,?,https://www.joggling.co.uk/Marathon-List
14/12/2019,2019,3b 5km,Yes,"Killarney House Parkrun, Ireland",Malachy Kelly,M,IRL,00:24:20,?,https://www.facebook.com/killarneyhouseparkrun/videos/473825933533323/?app=fbl     https://www.parkrun.ie/killarneyhouse/results/22/
08/12/2019,2019,3b 15km,No,"Bruggenloop, Rotterdam",Roy van Rijn,M,NLD,01:45:43,?,https://marathonphotos.live/Event/Sports%2FNFNL%2F2019%2FBruggenloop%20Rotterdam/9626#free   https://twitter.com/royvanrijn/status/1203735661641175040?t=gGl1n9Ktl6OiiY0rAWW56w&s=19
08/12/2019,2019,3b 10km,Yes,Bebek Etabı İstanbulu Koşuyorum,Ferda Tekgül,M,TUR,00:49:51,?,https://event.spor.istanbul/eventresults.aspx
01/12/2019,2019,3b 5km,Yes,"Middletown, New Jersey",Karly Swaim,F,USA,00:32:18,?,https://runsignup.com/Race/Results/38943/#resultSetId-182064;page:2;perpage:100
28/11/2019,2019,3b 5km,Yes,"New Cumberland Turkey Trot 5k, PA",Tim Ebersole,M,USA,00:20:41,?,https://falconracetiming.com/racetimes/SMT%20Turkey%20Trot%20AG%202019.htm#%201%20M
23/11/2019,2019,3b 5km,Yes,Mallow Castle Parkrun,Malachy Kelly,M,IRL,00:25:06,?,https://www.facebook.com/481403242254926/posts/880304059031507/?mibextid=rS40aB7S9Ucbxw6v
16/11/2019,2019,3b Marathon,Yes,Rother Valley Park Marathon,Tim Butler,M,GBR,04:29:54,?,https://www.joggling.co.uk/Marathon-List
11/11/2019,2019,3b 10km,Yes,Olsztyn Independence Run,Jarek Widomski,M,POL,00:48:22,?,
03/11/2019,2019,3b Marathon,Yes,New York City Marathon,Jack Hirschowitz,M,USA,04:56:52,?,https://results.nyrr.org/event/M2019/finishers#search=Hirschowitz&page=1
03/11/2019,2019,3b Marathon,Yes,New York City Marathon,Barak Hirschowitz,M,USA,04:54:10,?,https://www.nyrr.org/tcsnycmarathon/getinspired/photos-and-stories/2020/jack-hirschowitz
03/11/2019,2019,3b 15km,No,Istanbul,Ferda Tekgül,M,TUR,01:29:50,?,https://event.spor.istanbul/eventresults.aspx
28/10/2019,2019,3b Mile,Yes,Time Trial (GWR),David Rush,M,USA,00:07:54,?,Blindfolded! https://www.youtube.com/watch?v=TdYXwSeqxOk
20/10/2019,2019,3b Half Marathon,Yes,Amsterdam,Necmi Oztoprak,M,TUR,01:50:51,0,https://www.instagram.com/p/B32bLemgnSv/
20/10/2019,2019,3b 10km,Yes,Sarasota 10km,Barak Hirschowitz,M,USA,00:56:18,?,
13/10/2019,2019,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,03:43:46,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
13/10/2019,2019,3b 10km,Yes,Munich,Necmi Oztoprak,M,TUR,00:46:14,0,https://www.instagram.com/p/B3mGtkLAt7M/  https://www.abavent.de/anmeldeservice/muenchenmarathon2019/ergebnisse?en#3_CF93CE
06/10/2019,2019,3b Marathon,Yes,"3-Länder-Marathon, Lindau, Germany",Daniel Raum,M,AUT,03:21:37,?,https://bregenz.r.mikatiming.de/2019/?pid=search
06/10/2019,2019,3b Half Marathon,Yes,Bridlington Half Marathon,Pete Barnard,M,GBR,02:11:16,2,https://www.sportstimingsolutions.co.uk/rcd_mobile.php?id=355&bib=114
06/10/2019,2019,3b 10km,Yes,İstanbulu Koşuyorum Bakırköy Etabı 2019,Ferda Tekgül,M,TUR,00:55:51,?,https://event.spor.istanbul/eventresults.aspx
05/10/2019,2019,4b 10km,Yes,"Runinaddu, Maldives ",Michal Kapral,M,CAN,00:55:48,?,https://runningmagazine.ca/the-scene/michal-kapral-sets-worlds-first-4-ball-joggling-10k-record-in-paradise/
28/09/2019,2019,3b 5km,Yes,Mill Race 5km,John Riden,M,USA,00:29:16,4,https://www.strava.com/activities/2746941936
22/09/2019,2019,3b Marathon,Yes,Rutland Water Marathon,Tim Butler,M,GBR,04:49:25,?,https://www.joggling.co.uk/Marathon-List
15/09/2019,2019,3b 10km,Yes,Tübingen Heritage Run,Peter Rottenbach,M,DEU,00:58:45,?,https://my.raceresult.com/119388/#0_E863AF 
14/09/2019,2019,3b 10km,Yes,VI Run Grand Prix Warsaw,Jarek Widomski,M,POL,00:45:15,2,
08/09/2019,2019,3b Half Marathon,Yes,Maybank Bali Marathon,Levent Denizci,M,TUR,02:14:32,3,https://www.instagram.com/p/B2qhaW0g48r/  https://www.instagram.com/p/B2Llfk0AXco/
08/09/2019,2019,3b Half Marathon,Yes,Harrisburg Half Marathon,Tim Ebersole,M,USA,01:32:59,2,https://falconracetiming.com/racetimes/Harrisburg%20Half%20Marathon%20Overall%202019.htm
01/09/2019,2019,3b Marathon,Yes,York Turbin Challenge,Tim Butler,M,GBR,04:55:00,?,https://www.joggling.co.uk/Marathon-List
25/08/2019,2019,3b Marathon,Yes,Santa Rosa Marathon,Barak Hirschowitz,M,USA,04:31:11,?,https://marathonview.net/search?query=barak%20hirschowitz
15/08/2019,2019,3b Half Marathon,Yes,Aleksandrow Zodzki Half Marathon,Jarek Widomski,M,POL,01:44:35,0,
27/07/2019,2019,3b Ultra (44.9m),No,Dusk Till Dawn,Tim Butler,M,GBR,12:00:00,?,https://www.joggling.co.uk/Marathon-List
17/07/2019,2019,3b 10km,Yes,Bungay 10km,John Jervis,M,GBR,00:47:42,7,https://www.runbritainrankings.com/results/results.aspx?meetingid=297940&event=10KMT&venue=Bungay&date=17-Jul-19
06/07/2019,2019,3b Marathon,Yes,York Interstellar Marathon,Tim Butler,M,GBR,04:20:58,?,https://www.joggling.co.uk/Marathon-List
27/06/2019,2019,3b 5km,Yes,"St. Peter's Fiesta 5km, Gloucester, MA",Richard Ross,M,USA,00:19:59,?,https://www.instagram.com/p/BzQTDEWhe-X/  https://newenglandruns.com/race-results/st-peters-fiesta-5k/?date=2019-06-27&result=43122&bib=ross&gender=&division=&order_by=finish_time&order=ASC
16/06/2019,2019,3b Marathon,Yes,Bahtat Marathon,Tim Butler,M,GBR,05:33:23,?,https://www.joggling.co.uk/Marathon-List
16/06/2019,2019,3b 5km,Yes,"Evanston Race Against Hate, IL",Dean Radcliffe,M,USA,00:25:10,?,https://results.raceroster.com/v2/en-US/results/urrk4wsy39e9crfs/results?subEvent=25982&page=1&search=Dean+radcliffe
15/06/2019,2019,3b 13km,No,Sapanca ultra 13K,Ferda Tekgül,M,TUR,01:28:27,?,https://onedrive.live.com/?authkey=%21ADr22XJVkZDvUAU&cid=D218D0DBBD3CA6B9&id=D218D0DBBD3CA6B9%21143009&parId=D218D0DBBD3CA6B9%21188717&o=OneUp
09/06/2019,2019,3b Half Marathon,Yes,"Dumb Dutchman Half Marathon, Reading, PA",Tim Ebersole,M,USA,01:38:42,17,https://www.pretzelcitysports.com/wp-content/uploads/2019/06/19-reading-dumb-half-res.pdf
08/06/2019,2019,3b 5km,Yes,"Blue Nose 5k, Halifax, Nova Scotia",Michael-Lucien Bergeron,M,CAN,00:17:16,?,https://www.sportstats.ca/display-results.xhtml?raceid=100727&status=results&lastname=Bergeron    https://www.facebook.com/664250217053533/posts/pfbid02AgUtA5gMLKM8xnTKednYBmKC4xshKLLrVbZs8PcD2xoLobwPAifzwaotF4kj43N2l/?app=fbl
02/06/2019,2019,3b Marathon,Yes,Huddersfield Marathon,Tim Butler,M,GBR,05:06:13,?,https://www.joggling.co.uk/Marathon-List  https://www.doncasterathleticclub.com/results-update-3-june-2019-huddersfield-humber-bridge-half-escape-from-gb-calderdale-way-ultra-and-parkruns/?fbclid=IwAR3YhCfSbUN5tPfdy8Hm7N_xGcg4rVoxfEO6oARGG_bbrtOh0nlvXz_T0oM
26/05/2019,2019,3b Marathon,Yes,Winterthur Marathon,Daniel Raum,M,AUT,03:22:58,?,https://services.datasport.com/2019/lauf/winterthur/rang010.htm
18/05/2019,2019,3b 10km,Yes,Bozcaada,Levent Denizci,M,TUR,01:02:16,2,https://www.instagram.com/p/BxmoEpphnga/
18/05/2019,2019,3b 10km,Yes,Bozcaada,Necmi Oztoprak,M,TUR,00:53:31,3,https://www.instagram.com/p/Bxmx3Zdh2P5/
18/05/2019,2019,3b Marathon,Yes,Fargo Marathon,Ivan Schleppenbach,M,USA,03:44:42,?,https://www.mtecresults.com/runner/show?race=8184&rid=1211
11/05/2019,2019,3b Ultra (33m),No,Chesterfield Spire Ultra,Tim Butler,M,GBR,07:06:13,?,https://www.joggling.co.uk/Marathon-List
05/05/2019,2019,3b Marathon,Yes,Vancouver Marathon,Nigel Wakita,M,CAN,04:01:12,6,https://www.instagram.com/p/BxGYO6IgjoJ/?hl=en
27/04/2019,2019,3b 5km,Yes,Cardiff Parkrun,Pete Barnard,M,GBR,00:29:53,?,https://www.parkrun.org.uk/cardiff/results/594/     https://twitter.com/speirce/status/1122092919303868416
21/04/2019,2019,3b Marathon,Yes,Northampton Chocathon,Tim Butler,M,GBR,04:47:09,?,https://www.joggling.co.uk/Marathon-List
14/04/2019,2019,3b Marathon,Yes,Peterborough Marathon,Tim Butler,M,GBR,04:24:54,?,https://www.joggling.co.uk/Marathon-List
13/04/2019,2019,3b Marathon,Yes,"Linz Marathon, Austria",Daniel Raum,M,AUT,03:14:19,?,https://linzmarathon.r.mikatiming.de/2019/?pid=search
07/04/2019,2019,3b 10km,Yes,Vodafone İstanbul Yarı Maratonu 2019,Ferda Tekgül,M,TUR,01:06:54,?,https://event.spor.istanbul/eventresults.aspx
07/04/2019,2019,3b Half Marathon,Yes,Bonn Half Marathon,Peter Meyer,M,DEU,02:14:57,4,50% 4 balls
30/03/2019,2019,3b 5km,Yes,Leicester Victoria Parkrun,Scott Jenkins,M,GBR,00:25:39,?,
23/03/2019,2019,3b Marathon,Yes,Yorkshire Cakeathon,Tim Butler,M,GBR,04:58:51,?,https://www.joggling.co.uk/Marathon-List
16/03/2019,2019,3b 5km,Yes,Gloucester City Parkrun,Jordan Evans,M,GBR,00:20:48,2,https://www.strava.com/activities/2222976844
10/03/2019,2019,3b Marathon,Yes,Cambridge Boundary Run,Tim Butler,M,GBR,04:53:28,?,https://www.joggling.co.uk/Marathon-List
09/02/2019,2019,3b 12km,No,Manavgat ultra  12k,Ferda Tekgül,M,TUR,01:51:39,?,https://limitsensin.org/live/results/manavgatultra2019/12K
27/01/2019,2019,3b Marathon,Yes,Celebration Orlando Marathon,Barak Hirschowitz,M,USA,05:08:29,?,https://marathonview.net/search?query=barak%20hirschowitz
19/01/2019,2019,3b Ultra (30m),No,Pierrepont 6 Hour,Tim Butler,M,GBR,05:39:44,?,https://www.joggling.co.uk/Marathon-List
01/01/2019,2019,3b 5km,Yes,Armley Parkrun,Ralph Kidner,M,GBR,00:31:01,?,https://www.parkrun.org.uk/armley/results/29/ https://m.facebook.com/story.php?story_fbid=pfbid0S5Y7CWHugGrM2R3UnDsNUshTjfSs29GTfhidBuUhGMNM1h6ufibYEvqhRzzmm3XFl&id=587811608285641
28/12/2018,2018,3b Marathon,Yes,Barrow Xmas Tipple,Tim Butler,M,GBR,04:56:44,?,https://www.joggling.co.uk/Marathon-List
17/11/2018,2018,3b Marathon,Yes,Kirkstall Abbey Marathon,Tim Butler,M,GBR,04:37:54,?,https://www.joggling.co.uk/Marathon-List
10/11/2018,2018,3b 5km,Yes,Dinton Pastures Parkrun,Stuart Humphries,M,GBR,00:24:20,?,https://www.parkrun.org.uk/dintonpastures/results/18/   https://www.parkrun.org.uk/dintonpastures/news/2018/11/12/dinton-pastures-parkrun-18/
04/11/2018,2018,3b Marathon,Yes,New York City Marathon,Jack Hirschowitz,M,USA,04:51:10,?,https://results.nyrr.org/event/M2018/finishers#search=Jack%2520Hirschowitz
04/11/2018,2018,3b 10km,Yes,Leeds Abbey Dash,Ralph Kidner,M,GBR,01:00:29,4,https://results.sporthive.com/events/6460069711597044224/races/446670
04/11/2018,2018,3b 10km,Yes,Leeds Abbey Dash,Pete Barnard,M,GBR,00:59:29,0,https://results.sporthive.com/events/6460069711597044224/races/446670
04/11/2018,2018,3b 5km,Yes,Time Trial,Sterling Franklin,M,USA,00:19:32,0,https://www.youtube.com/watch?v=4pMKerapCpk
21/10/2018,2018,3b Marathon,Yes,"Yonkers Marathon, New York",Chris Pert,M,USA,04:30:30,?,https://marathonview.net/search?query=christopher%20pert
21/10/2018,2018,3b Half Marathon,Yes,Toronto Waterfront Half Marathon,Graydon Snider,M,CAN,01:17:11,?,https://runningmagazine.ca/sections/runs-races/bergeron-breaks-half-marathon-joggling-record/
21/10/2018,2018,3b Half Marathon,Yes,Toronto Waterfront Half Marathon,Michael-Lucien Bergeron,M,CAN,01:17:09,?,https://runningmagazine.ca/sections/runs-races/bergeron-breaks-half-marathon-joggling-record/
20/10/2018,2018,3b 5km,Yes,Trick or Trot 5km,Tyler Wishau,M,USA,00:21:04,0,https://www.facebook.com/profile/100064067107732/search/?q=joggling
14/10/2018,2018,3b Marathon,Yes,Spires and Steeples,Tim Butler,M,GBR,05:33:00,?,https://www.joggling.co.uk/Marathon-List
07/10/2018,2018,3b Marathon,Yes,Chicago Marathon,Sarah Szefi,F,USA,04:02:30,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
07/10/2018,2018,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,03:45:13,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
07/10/2018,2018,3b 10km,Yes,Southend 10km,Jordan Evans,M,GBR,00:41:20,?,https://www.strava.com/activities/1889442921
30/09/2018,2018,3b Half Marathon,Yes,Cheltenham Half Marathon,Jordan Evans,M,GBR,01:26:55,?,
29/09/2018,2018,3b Marathon,Yes,Warsaw Marathon,Jarek Widomski,M,POL,03:39:54,7,
15/09/2018,2018,3b 5km,Yes,Dalby Forest Parkrun,Pete Barnard,M,GBR,00:26:24,?,https://www.parkrun.org.uk/dalbyforest/results/127/  https://www.parkrun.org.uk/dalbyforest/news/2018/09/23/event-127-return-of-the-joggler/
09/09/2018,2018,3b 10km,Yes,Pied Piper 10km,Jordan Evans,M,GBR,00:41:53,?,https://www.strava.com/activities/1829732164
02/09/2018,2018,3b Marathon,Yes,Hornsea Marathon,Tim Butler,M,GBR,04:22:23,?,https://www.joggling.co.uk/Marathon-List
30/08/2018,2018,3b Mile,Yes,Time Trial,Scott Jenkins,M,GBR,00:06:58,0,
19/08/2018,2018,3b 10km,Yes,"Navy 10k Race, Halifax, Nova Scotia",Michael-Lucien Bergeron,M,CAN,00:35:36,?,https://athleticsillustrated.com/michael-lucien-bergerons-ballsy-joggling-nets-him-a-world-10k-record/    https://runningmagazine.ca/the-scene/canadian-runs-5000m-joggling-world-record-of-1650/
18/08/2018,2018,3b 5km,Yes,Frédéric Back parkrun,Graydon Snider,M,CAN,00:16:57,0,https://www.parkrun.ca/fredericback/news/2018/09/15/highlights-from-the-last-few-weeks/  https://www.parkrun.ca/fredericback/results/58/
12/08/2018,2018,3b Marathon,Yes,Rocky Horror Tribute Marathon,Tim Butler,M,GBR,04:52:41,?,https://www.joggling.co.uk/Marathon-List
28/07/2018,2018,3b Marathon,Yes,Dusk Till Dawn,Tim Butler,M,GBR,04:56:48,?,https://www.joggling.co.uk/Marathon-List
28/07/2018,2018,3b 5km,Yes,Gloucester North Parkrun,Jordan Evans,M,GBR,00:21:26,?,https://www.strava.com/activities/1732580500
04/07/2018,2018,3b 4 Mile,No,Firecracker 4,Tony Malikowski,M,USA,00:35:35,?,https://runsignup.com/Race/Results/27413#resultSetId-123798;perpage:100
01/07/2018,2018,3b Marathon,Yes,Halifax Marathon,Tim Butler,M,GBR,04:48:57,?,https://www.joggling.co.uk/Marathon-List
02/06/2018,2018,3b Half Marathon,Yes,Grand Teton Half Marathon,Scott Gorman,M,USA,02:06:35,?,https://www.facebook.com/photo/?fbid=10102571142247321&set=a.682390132741  https://runsignup.com/Race/Results/36796#resultSetId-118559;perpage:100
27/05/2018,2018,3b Marathon,Yes,"Winterthur Marathon, Switzerland",Daniel Raum,M,AUT,04:14:19,?,https://services.datasport.com/2018/lauf/winterthur/alfar.htm
20/05/2018,2018,3b Ultra (35m),No,Shires and Spires Ultra,Tim Butler,M,GBR,06:50:43,?,https://www.joggling.co.uk/Marathon-List
19/05/2018,2018,3b 5km,Yes,"Blue Nose 5k, Halifax, Nova Scotia",Bradley Fiander,M,CAN,00:19:44,?,https://www.sportstats.ca/display-results.xhtml?raceid=93319&status=results&bib=9207     https://www.facebook.com/664250217053533/posts/pfbid026Q8wfDQrDtNwPhxy9kixvJSxzPoa62mcs3kfx9te2VsD5PViKr5DnzvxC4JRf17Xl/?app=fbl
19/05/2018,2018,3b 5km,Yes,"Blue Nose 5k, Halifax, Nova Scotia",Michael-Lucien Bergeron,M,CAN,00:17:01,?,https://www.sportstats.ca/display-results.xhtml?raceid=93319     https://www.facebook.com/664250217053533/posts/pfbid0219Yu1yTQzrGpqUzeYuti47oUfMr1RHohS3bhUrdxFH89RQh6iLr4qMkCR7Wacb9Rl/?app=fbl
19/05/2018,2018,3b Marathon,Yes,Fargo Marathon,Ivan Schleppenbach,M,USA,03:28:29,?,https://www.mtecresults.com/runner/show?race=6660&rid=463
11/05/2018,2018,3b Half Marathon,Yes,Fredericton Half Marathon,Michael-Lucien Bergeron,M,CAN,01:20:50,?,https://www.saltwire.com/nova-scotia/sports/video-bergeron-combines-running-and-juggling-243982/   https://results.raceroster.com/en-CA/results/detail/chxvfrgp4wa9fz63
10/05/2018,2018,3b Half Marathon,Yes,"Auffahrtslauf St. Gallen Half Marathon, Switzerland",Daniel Raum,M,AUT,01:40:20,?,https://my.raceresult.com/85080/#1_C8F593
